ninds_aff_name,mean_funding
myriad proteomics,176791.0
nagy consulting,300541.0
nanomaterials and nanofabrication labs,199984.0
"nanomaterials research, llc",113893.33
"nanomatrix, inc.",124521.0
"nanonerve, inc.",372506.0
"nanosyn, inc.",331766.33
"nanotek, llc",246335.0
"naprogenix, inc",231474.0
nasa--ames research center,173516.67
"nascent technologies, ltd",100000.0
nat'l inst of hlth/med res inserm-paris,166401.0
nathan s. kline institute for psych res,244999.24
national institute of neurological disorders and stroke,1400059.02
national jewish health,137536.5
national multiple sclerosis society,32500.0
national polytechnic institute,66200.0
national rehabilitation hospital,162000.0
natural medicines research institute,226665.17
"natural pharmacia international, inc.",274000.67
"navigen, inc.",120643.5
"ndi medical, llc",192088.14
"near infrared monitoring, inc. (nim)",151967.33
"neocytex biopharma, inc.",214584.5
"neogenesis technologies, llc",287154.0
"neokera, llc",983494.0
"nervive, inc.",1051651.5
"nesher technologies, inc.",207604.5
"neural analytics, inc.",840755.0
neural arts,90695.0
neural intervention technologies,200180.0
"neural signals, inc.",217610.25
"neuralexo, llc",479422.67
"neuralstem biopharmaceuticals, ltd",115067.0
"neuralstem, inc.",498534.0
"neuramedica, llc",870245.0
neurex corporation,81376.25
"neurinsight, llc",150000.0
"neuro devices, inc.",693022.0
"neuro scan, inc.",50690.33
neuroanalytics corporation,158568.5
"neurobehavioral systems, inc.",263003.5
"neurobiological technologies, inc.",99544.0
"neurobiotex, inc.",306916.2
"neurocommunication research labs, inc.",50000.0
"neurocomp systems, inc.",224644.67
neurocontrol corporation,247229.14
"neurocrine biosciences, inc.",266846.0
"neurodx development, llc",540340.57
"neuroem therapeutics, inc.",255391.0
"neuroene therapeutics, llc",487381.5
"neurogate therapeutics, inc.",248926.0
neurogenesis,100000.0
"neurogenetic pharmaceuticals, inc.",767210.25
"neurognostics, inc.",100000.0
neurohealth,27000.0
"neuroimaging, inc.",99964.0
neuroindx inc.,168590.67
"neurolux, inc.",220091.0
"neuromics, inc.",97485.0
"neuron therapeutics, inc.",320075.0
neuronexus technologies,544486.38
"neurop, inc.",571558.8
"neuropathy association, inc.",15000.0
"neuroperfusion, inc.",57302.0
neurophysics corporation,530334.0
neuroprotection,313993.0
neuroscience research,100000.0
neuroscience research institute of nc,230095.33
neuroscience toolworks inc,
"neuroscript, llc",277393.83
"neurosigma, inc.",661111.12
neurotargeting systems,337364.0
"neurotargeting, llc",286678.0
neurotechnology development fdn,7000.0
"neurotronics, inc.",267523.85
"neurovasx, inc.",328000.0
"neurowave systems, inc.",515037.6
neutron technology,256183.67
new england biomedical research center,192950.56
"new england research institutes, inc.",279011.0
new jersey institute of technology,285047.69
new mexico state university las cruces,118750.0
"new world medical, inc.",91709.0
new york academy of sciences,9796.88
new york blood center,239460.67
new york college of podiatric medicine,93300.0
new york medical college,239240.53
new york state cncl for mtl hygiene plng,268110.0
new york state psychiatric institute,247964.91
new york university,257363.55
new york university school of medicine,337584.37
new york-presbyterian hospital,184040.2
"nexeon medsystems puerto rico operating company, inc",838241.0
"nexgenix pharmaceuticals, inc.",147601.0
"nichols technologies, inc.",224045.0
nobex corporation,100000.0
"norron systems, inc.",99992.0
north carolina agri & tech st univ,140362.67
north carolina central university,173344.33
north carolina state university raleigh,201898.71
north dakota state university,81008.33
north shore university hospital,394422.52
northeast ohio medical university,349249.5
northeastern ohio universities coll med,155378.86
northeastern state university,42268.0
northeastern university,246112.98
northern california institute res & educ,279165.83
northern california institute/res/edu,253771.75
northern illinois university,549774.67
northern kentucky university,203100.0
northrup grumman inform tech corp,100000.0
northshore univ healthsystem res inst,300511.2
northshore university healthsystem,312945.72
northwestern university,232444.39
northwestern university at chicago,301840.04
"nortis, inc.",537875.33
"nostix, llc",98049.0
"nova medical, inc.",97500.0
nova research company,39150.0
nova southeastern university,285994.89
novartis inst for functional genomics,161000.0
novascreen biosciences corporation,122745.0
"novoneuron, inc.",100000.0
"novoron bioscience, inc.",225236.5
"nps pharmaceuticals, inc.",76500.0
"nuvox pharma, llc",325622.5
nyu winthrop hospital,69720.0
oberlin college,91512.33
occidental college,192048.0
och loeb medical research institute,137500.0
ochsner clinic foundation,42748.0
"oculogica, inc.",276581.0
ogilvy public relations worldwide,1585810.0
ohio state university,271431.79
ohio university athens,233680.12
oklahoma medical research foundation,135904.88
oklahoma state university stillwater,204749.8
omeros corporation,193002.0
"omneuron, inc.",806828.38
"omniox, inc.",866269.0
"on target therapeutics, llc",223900.0
"oncoimmune, inc.",697582.2
"oncoimmune, ltd",281496.8
"onconova therapeutics, inc.",158070.33
"oncovir, inc.",257382.0
optical society of america,10000.0
"optima neuroscience, inc.",518356.2
"orbital research, inc.",291618.67
"orcca technology, inc.",283725.33
"ordway research institute, inc.",388552.2
oregon graduate institute science & tech,270389.33
oregon health & science university,287313.78
oregon health and sci university,266182.61
oregon health and science university,223406.5
oregon regional primate research center,217740.0
oregon research institute,613457.33
oregon state university,197208.55
"organix, inc.",130505.0
orincon corporation,225701.5
"orlando regional healthcare system, inc.",507443.6
orlando regional medical center,90431.25
orphagen pharmaceuticals,103183.71
"orphi therapeutics, inc.",548155.33
orthologic corporation,50000.0
"orthopedic development, inc.",111362.0
oscient pharmaceuticals corporation,374682.0
osu center for health sciences,222383.33
osu center of health sciences,148903.5
ottawa health research institute,153900.0
ottawa hospital research institute,150283.0
"oyagen, inc.",128710.0
"p2d, inc.",294749.0
pacific health research institute,315190.2
pacific health research/ education inst,48019.0
pacific northwest research institute,304359.25
"pain therapeutics, inc.",100000.0
"palladian partners, inc.",16319.75
palmer college of chiropractic,226691.29
"palo alto institute for res & edu, inc.",253562.0
palo alto veterans instit for research,341775.77
"panacea pharmaceuticals, inc.",150122.0
"panorama research, inc.",192919.0
paratek pharmaceuticals,664963.0
parent project muscular dystrophy,145000.0
park nicollet institute,59863.2
parkinson's action network,15000.0
parkinson's institute,392899.2
"pathmaker neurosystems, inc.",997932.0
pearson pharma partners,85001.5
pennsylvania state univ hershey med ctr,212510.63
pennsylvania state university,158996.5
pennsylvania state university-univ park,205445.39
"peptimmune, inc.",99999.0
personal improvement computer systems,77511.0
persyst development corporation,597486.33
"pet/x, llc",179959.5
"pharmac, llc",15000.0
"pharmacognetics, inc.",99994.0
pharmareview corporation,460204.5
"pharmathene, inc.",252750.6
pharmos corporation,150000.67
"phase 2 discovery, inc.",181954.57
philadelphia biomedical research inst,141532.67
philadelphia college of osteopathic med,75550.0
"phoenix nest, inc.",853414.17
"photon imaging, inc.",149999.0
photon migration technologies corp,294928.0
"phylonix pharmaceuticals, inc.",223397.56
physical optics corporation,99996.0
"physical sciences, inc",159617.67
pierre and marie curie university,188152.4
"pinnacle technology, inc",276011.17
"pixelvision, inc.",81250.0
pk biosciences corporation,215203.5
"plantvax, inc.",432943.25
"platinum group coatings, llc",577281.2
"plexon, inc.",72210.67
"plumeria therapeutics, inc.",140000.5
"pointer systems, inc.",223716.0
pomona college,50785.0
"population diagnostics, inc.",199281.0
posit science corporation,887934.0
"possis medical, inc.",248240.0
potomac medical systems,263972.8
"ppd, inc.",762.67
"prairie technologies, inc.",140051.0
precision interconnect corporation,
"precomp, inc.",75875.0
"prediction sciences, llc",452656.5
predictive biology,549821.5
"preferred instruments, inc.",260186.0
"premitec, inc.",446611.22
"primorigen biosciences, inc.",344715.0
"princeton scientific instruments, inc.",50000.0
princeton university,313325.18
prism clinical imaging inc.,225738.0
"progenics pharmaceuticals, inc.",297048.0
"progenra, inc.",295864.0
"proscript, inc.",100000.0
"protein express, inc.",99332.0
"proterga, inc.",73501.0
"prothera biologics, llc",709613.33
"protomed, inc.",138316.0
"provid pharmaceuticals, inc",132678.8
providence portland medical center,172355.75
"psb adme associates, llc",40000.0
"psychogenics, inc.",270727.12
"psychological applications, llc",288804.0
"psychology software tools, inc.",327845.5
puget sound blood center,253550.0
"pulse therapeutics, inc.",520065.75
purdue university,270936.44
purdue university west lafayette,206528.09
"q therapeutics, inc.",123827.0
"q-state biosciences, inc.",300123.33
"quality controlled biochemicals, inc.",173661.0
"qualitymetric, inc.",310957.75
"quantum magnetics, inc.",
"quasar, inc.",163705.0
queen's medical center,211889.08
queen's university at kingston,109021.0
queens college,139587.5
queensland institute of medical research,27000.0
questcor pharmaceuticals,214283.43
quinnipiac university,93650.67
"r.c. electronics, inc.",329899.89
"radiation monitoring devices, inc.",335803.18
"radikal therapeutics, inc.",263881.33
"radiotracer, inc.",100000.0
rbhs-new jersey medical school,492129.84
rbhs-robert wood johnson medical school,253645.2
rbhs-school of public health,798917.0
rbhs-school/ health related professions,153072.33
"receptor biology, inc.",97423.0
"recombinetics, inc.",347891.0
"recovr, inc.",471940.5
red hill studios,284300.5
reed college,444488.0
"regeneration matrix, llc",199324.0
regenerative research foundation,312531.65
regents of the university of c,
rehabilitation institute of chicago,219990.09
rehabilitation institute research corp,154501.83
"rehabtek, llc",99966.0
"relive for kids, llc",100020.0
"renetx bio, inc.",3000000.0
"reneurogen, llc",285790.0
"renovo neural, inc.",302484.0
rensselaer polytechnic institute,194530.54
"replicon technologies, inc.",99660.0
research inst nationwide children's hosp,474442.19
research inst of fox chase can ctr,274790.36
research triangle institute,259988.9
"reset therapeutics, inc.",126518.2
"resilio therapeutics, llc",240750.0
"resqsystems, inc.",224185.0
"rest technologies, inc.",99836.0
"restless legs syndrome foundation, inc.",6960.0
"retrotherapy, llc",226921.0
"reveragen biopharma, inc.",1497259.33
"rfe pharma, inc.",202970.67
rhode island hospital,242056.95
"rhode island hospital (providence, ri)",273102.53
"ribometrix, llc",324890.0
rice university,240412.59
richard stockton college of new jersey,380133.0
rider university,192945.5
"rio pharmaceuticals, inc.",225000.0
"ripple, llc",812390.67
"robomedica, inc.",116842.0
roche institute of molecular biology,51371.33
rockefeller university,411921.34
"rokhan, llc",354928.5
rosalind franklin univ of medicine & sci,195145.78
"roskamp institute, inc.",182857.14
roswell park cancer institute corp,277007.0
rowan university,419088.0
rowan university school/osteopathic med,252000.0
"rules-based medicine, inc.",99605.0
"rural technologies, inc.",83878.0
rush university medical center,399423.31
rutgers the st univ of nj new brunswick,220665.13
rutgers the state univ of nj camden,115628.0
rutgers the state univ of nj newark,265597.87
"rutgers, the state univ of n.j.",330300.06
"rxgen, inc.",405304.4
"rytek medical, inc.",127304.5
"sage therapeutics, inc.",112624.0
"saimol international, inc.",
saint louis university,196711.54
salk institute for biological studies,365597.1
salpetriere hospital,237500.0
salus therapeutics,252755.0
salus university,80929.14
"sam technology, inc.",259496.27
"samaritan pharmaceuticals, inc.",189226.0
san diego biomedical research institute,87075.0
san diego state university,234994.32
san raffaele hospital,274144.5
"saneron ccel therapeutics, inc.",155934.92
sanford burnham prebys medical discovery institute,433486.27
sanford research/usd,189105.25
sanford-burnham medical research instit,394615.49
sanger institute,176410.0
santa clara university,410984.0
schepens eye research institute,1012509.75
"sciarra laboratories, inc.",255062.0
"science and engineering services, inc.",132683.86
science applications international corp,310037.67
"scienceplusplease, llc",247608.67
"scimeasure analytical systems, inc.",111779.0
scintillon institute for photobiology,419014.86
scott and white memorial hospital,169953.75
scottish rite children's medical center,239402.0
scripps florida,477151.54
scripps research institute,327234.55
"sea run holdings, inc.",238673.75
"seacoast science, inc.",1470493.5
sean r. maloney and company,159949.67
seattle biomedical research institute,68067.5
seattle children's hospital,387694.91
seattle inst for biomedical/clinical res,217742.88
"second sight medical products, inc.",687972.33
"selective genetics, inc.",100000.0
"selva medical, inc.",433066.0
"seneb biosciences, inc.",254420.33
"sensor technologies, inc.",161090.0
sepulveda research corporation,263601.41
"sequent medical, inc.",1051119.0
seracare bioservices,550775.25
seton hall university,305426.0
"seurat therapeutics, inc.",509720.0
sextant medical corporation,74287.5
"sfc fluidics, llc",662402.67
sidney kimmel cancer center,281816.0
"sierra interventions, llc",100000.0
"sigenics, inc.",99840.0
sigma-aldrich research biochemical,100000.0
"signal solutions, llc",312933.0
silicog,350059.0
"simatra modeling technologies, llc",427111.0
simmons college,195300.0
simon fraser university,127967.6
simplx pharmaceuticals,108306.0
sinai hospital of baltimore,85662.0
sir mortimer b. davis jewish gen hosp,86540.25
"siteone therapeutics, inc.",623972.0
skidmore college,419457.0
"skybridge pharmaceuticals, inc.",105000.0
sleep research society,10000.0
"sleep-wake systems, inc. (sws)",100000.0
sloan-kettering inst can res,309068.25
sloan-kettering inst can research,368086.22
sloan-kettering institute for cancer res,243843.14
smith college,123485.73
"snowdon pharmaceuticals, inc.",132948.0
society for academic emergency medicine,12000.0
society for neuroscience,98304.85
society of general physiologists,9000.0
"society to increase mobility, inc.",20000.0
sociometrics corporation,78648.0
"socratech, llc",100000.0
"solano pharmaceuticals, inc.",225959.0
"somagenics, inc.",276966.0
"sonoscrew, inc.",112000.0
"soterix medical,inc.",651801.6
source precision medicine,100000.0
"source signal imaging, inc.",221284.62
"southeast techinventures, inc.",236152.0
"southern biosystems, inc.",99579.0
southern illinois univ at edwardsville,208647.0
southern illinois university carbondale,184921.17
southern illinois university sch of med,120937.36
southern methodist university,272696.42
southern research institute,271046.4
southern univ a&m col baton rouge,331560.0
southwest foundation for biomedical res,289510.0
"soymeds, inc.",367161.0
sparta pharmaceutical corporation,390481.0
spaulding rehabilitation hospital,205729.67
"specialty laboratories, inc.",130406.33
"spectra biomedical, inc.",87145.0
spectros corporation,223276.75
speech technology/applied research corp.,201612.0
spencer technologies,255468.0
"speragen, inc.",223689.67
spina bifida association,10000.0
spire corporation,186454.0
"spr therapeutics, llc",952692.0
sri international,466010.05
"srico, inc.",100000.0
st. charles pharmaceuticals,214768.93
st. john's mercy medical center,115242.67
st. john's university,133049.25
st. joseph's hosp/med ctr (phoenix),247696.96
st. joseph's hospital and medical center,247591.73
st. jude children's research hospital,301150.37
st. luke's-roosevelt inst for hlth scis,540482.58
st. mary's university,53171.0
st. olaf college,280038.5
"stallion therapeutics, inc.",128100.0
stanford university,299383.41
"starwise therapeutics, llc",317697.0
state college of optometry,190604.75
state university new york binghamton,178008.67
state university new york stony brook,232344.29
state university of new york at albany,162661.1
state university of new york at buffalo,263718.58
"state university of ny,binghamton",222856.25
"stategics, inc.",187651.0
stellenbosch university tygerberg campus,60846.0
"stem pharm, inc.",224976.0
"stemcelllife, llc",224879.0
"stemcells, inc.",245900.0
"stemetix, inc.",789682.5
sterling research corporation,276281.67
stevens institute of technology,112753.33
stowers institute for medical research,233750.0
"sts biopolymers, inc.",150396.0
"sujana biotech, llc",219029.0
summa health system,260841.0
sun health research institute,284157.17
suny downstate medical center,196506.17
"surgical navigation technologies, inc.",74750.0
"surromed, inc.",7316.0
"swedish medical center, first hill",282116.29
"synapse biomedical, inc.",133690.0
synaptic pharmaceutical corporation,171518.62
synchrony applied health sciences,397441.67
"synkera technologies, inc.",86817.5
"syntex (usa), inc.-research division",45978.0
"synthonics, inc.",468306.8
"synthons, inc.",99991.0
"synzyme technology, inc.",343227.67
syracuse university,239273.32
"systems science, inc.",298788.0
"systems technology, inc.",104365.0
t. j. watson research center,21478.0
"tanner research, inc.",280539.33
"tapestry pharmaceuticals, inc.",100000.0
"targazyme, inc.",335440.0
targeted molecules corporation,139050.0
"tcg, inc.",552696.0
"tda research, inc.",257876.0
"techen, inc.",290750.0
"tega therapeutics, inc.",231069.0
tel aviv university,160940.4
telefactor corporation,198298.92
"teleprime, inc.",421288.5
"telik, inc.",100000.0
temple univ of the commonwealth,350749.18
temple university,354909.86
tennessee state university,157775.0
tera biotechnology corporation,123300.75
"terpenoid therapeutics, inc.",260972.33
"tetra discovery partners, inc.",184831.08
texas a&m agrilife research,279973.0
texas a&m university,297927.53
texas a&m university health science ctr,207932.89
texas a&m university system,344552.14
texas a&m university-kingsville,134792.33
texas agrilife research,308252.67
texas biomedical research institute,279524.5
texas engineering experiment station,324406.44
texas heart institute,81500.0
texas tech university,39103.33
texas tech university health scis center,207913.7
texas woman's university,372857.0
the mind research network,439811.69
"theradigm, inc.",165300.0
"therasource, llc",114965.5
theratarget,200000.0
"therataxis, llc",150607.5
"theratome bio, inc.",203304.0
thomas jefferson university,273408.08
thuris corporation,235528.0
"thync, inc",361662.0
tini alloy company,57412.0
"tiranoff productions, llc",930678.5
"tissuegen, inc.",149995.0
"tissuevision, inc.",531481.25
"titan pharmaceuticals, inc.",394902.75
"topicseek, llc",30000.0
toronto general hospital,118684.67
toronto western hospital,131594.33
torrey pines inst for molecular studies,236794.0
totts gap medical research laboratories,186558.5
"tourette association of america, inc.",753468.0
"tourette syndrome association, inc",795369.94
touro university of california,130025.0
translational genomics research inst,465394.61
"translational sciences, inc.",999993.0
"transmolecular, inc.",288214.33
"transonic systems, inc.",374981.5
"trevena, inc.",36758.6
"trevigen, inc.",100000.0
trinity college,214485.45
trinity university,288631.0
"tristan technologies, inc.",356538.92
"trudeau institute, inc.",324574.0
truman state university,86138.0
tuberous sclerosis alliance,9201.52
"tucker-davis technologies, inc.",216713.75
tufts medical center,275207.44
tufts university boston,312556.99
tufts university medford,326854.59
tulane university of louisiana,239498.28
tuskegee university,71811.0
twin star medical,362505.83
"twin star tds, llc",373376.5
u of l imperial col of sci/technlgy/med,736505.75
u.s. army medical research inst chem def,1625103.5
u.s. nat'l inst/dental/craniofacial res,25633.33
u.s. national inst of environ hlth scis,39848.0
u.s. naval academy,48825.0
u.s. phs public advisory groups,393583.17
"ugm medical systems, inc.",93872.0
union college,133049.0
united leukodystrophy foundation,8857.14
univ of arkansas for med scis,266987.16
"univ of maryland, college park",193748.08
univ of massachusetts med sch worcester,287272.49
univ of med/ dent of nj-sch/hlth rel pro,19179.67
univ of med/dent nj-r w johnson med sch,211932.19
univ of med/dent nj-sch osteopathic med,255688.25
univ of med/dent of nj-nj medical school,532860.78
univ of north carolina chapel hill,283274.57
"univ of tx hsc, sa",597676.5
univ/texas brownsville & southmost coll,224330.82
universidad central del caribe,521028.8
universidad nacional autonoma de mexico,23693.0
universidad peruana cayetano heredia,280042.78
university city science center,194212.5
university college london,242822.0
university health network,416916.58
university hospital antwerp,209879.4
university of akron,301008.33
university of alabama at birmingham,306754.77
university of alabama in huntsville,220250.0
university of alabama in tuscaloosa,192832.56
university of alaska anchorage,190242.71
university of alaska fairbanks,387827.85
university of alberta,199083.03
university of arizona,229660.31
university of arkansas at fayetteville,245182.8
university of arkansas med scis ltl rock,269368.97
university of bordeaux ii,45268.0
university of bristol,94408.2
university of british columbia,251510.44
university of calgary,138727.57
university of calif-lawrenc berkeley lab,368420.93
university of calif-los alamos nat lab,398415.62
university of california,321446.65
university of california at davis,409370.4
university of california berkeley,253487.52
university of california davis,245781.44
university of california irvine,224286.47
university of california los a,92772.0
university of california los angeles,307531.53
university of california riverside,232888.81
university of california san diego,262775.09
university of california san francisco,270223.57
university of california santa barbara,320024.14
university of california santa cruz,248073.08
"university of california, merced",228000.0
"university of california, san diego",326559.48
"university of california, san francisco",425360.65
university of california-irvine,350531.25
university of cambridge,60955.0
university of central arkansas,194014.0
university of central florida,290321.44
university of chicago,278455.31
university of cincinnati,455655.5
university of colorado,228688.78
university of colorado at boulder,178778.49
university of colorado at colorado spgs,432000.0
university of colorado denver,270078.28
university of connecticut sch of med/dnt,220263.7
university of connecticut storrs,220823.38
university of copenhagen,175000.0
university of dayton,70504.0
university of delaware,258526.0
university of denver,151819.71
university of denver (colorado seminary),287817.25
university of florida,260322.75
university of freiburg,3208.0
university of geneva,317947.0
university of georgia,273904.74
university of georgia (uga),157617.43
university of hawaii at manoa,357804.59
university of heidelberg,250473.0
university of helsinki,79109.2
university of houston,206214.4
university of ibadan  college of medicine,250270.8
university of idaho,144421.94
university of illinois,294213.62
university of illinois at chicago,258737.69
university of illinois at urbana-champaign,285970.13
university of illinois urbana-champaign,168852.75
university of iowa,356440.18
university of kansas,198495.53
university of kansas lawrence,225849.06
university of kansas medical center,235235.07
university of kentucky,252452.53
university of kuopio,124875.0
university of leicester,229765.0
university of lethbridge,196853.2
university of liverpool,52160.0
university of louisiana at lafayette,529991.29
university of louisiana at monroe,163672.33
university of louisville,317446.88
university of manchester,265770.0
university of manitoba,187500.0
university of maryland balt co campus,301602.09
university of maryland baltimore,257739.62
university of maryland college pk campus,156886.66
university of maryland eastern shore,132267.83
university of massachusetts,
university of massachusetts amherst,174319.95
university of massachusetts boston,134542.0
university of massachusetts dartmouth,103421.2
university of massachusetts lowell,272403.8
university of md biotechnology institute,196229.33
university of melbourne,174714.4
university of memphis,188724.5
university of miami coral gables,329326.6
university of miami rosenteil school,162663.38
university of miami school of medicine,344048.83
university of michigan,345997.12
university of michigan at ann arbor,292175.2
university of minnesota,343029.85
university of minnesota duluth,215974.18
university of minnesota twin cities,242183.98
university of mississippi,136559.8
university of mississippi med ctr,191457.6
university of mississippi medical center,154061.63
university of missouri kansas city,216633.29
university of missouri-columbia,216077.22
university of missouri-st. louis,337430.75
university of montana,265025.41
university of montreal,80020.9
university of nebraska kearney,399082.0
university of nebraska lincoln,266518.86
university of nebraska medical center,259320.35
university of nebraska omaha,117425.0
university of nevada las vegas,274305.5
university of nevada reno,179762.2
university of new england,225870.38
university of new hampshire,135141.53
university of new mexico,199318.79
university of new mexico health scis ctr,304528.84
university of newcastle,60093.5
university of north carolina chapel hill,225553.75
university of north carolina charlotte,243012.38
university of north carolina greensboro,163946.5
university of north carolina wilmington,216000.0
university of north dakota,140215.21
university of north texas,127375.0
university of north texas hlth sci ctr,280195.44
university of notre dame,199476.0
university of nottingham,150000.0
university of oklahoma hlth sciences ctr,202934.92
university of oklahoma norman,159915.58
university of oregon,205196.4
university of oxford,119048.11
university of paris vi,15729.0
university of pennsylvania,292408.8
university of pisa,40920.0
university of pittsburgh,
university of pittsburgh at pittsburgh,284935.67
university of prince edward island,177278.0
university of puerto rico med sciences,478567.18
university of puerto rico rio piedras,182572.46
university of queensland,29160.0
university of rhode island,226575.07
university of richmond,182159.0
university of rochester,348380.63
university of sheffield,147364.33
university of south alabama,179147.66
university of south carolina at columbia,252116.99
university of south dakota,204418.92
university of south florida,352119.76
university of southern california,333873.58
university of sydney,276034.89
university of tennessee health sci ctr,220279.34
university of tennessee knoxville,245368.16
university of texas arlington,240237.0
university of texas austin,180245.47
university of texas dallas,258032.04
university of texas el paso,57105.18
university of texas hlth sci c,
university of texas hlth sci ctr houston,335145.71
university of texas hlth sci ctr san ant,526264.32
university of texas hlth science center,328744.35
university of texas md anderson can ctr,208312.76
university of texas med br galveston,296948.94
university of texas medical br galveston,289625.62
university of texas of the permian basin,76617.0
university of texas rio grande valley,432729.0
university of texas san antonio,334513.32
university of texas sw med ctr,296112.96
university of texas sw med ctr/dallas,225351.51
university of texas tyler,117263.0
"university of texas, austin",350421.91
university of the district of columbia,211749.67
university of the pacific-stockton,136638.33
university of the sciences philadelphia,222150.0
university of toledo,144629.35
university of toledo health sci campus,190849.48
university of toronto,143989.35
university of tulsa,216972.33
university of tx md anderson can ctr,319091.24
university of udine,41020.33
university of utah,290969.71
university of valparaiso,107824.5
university of vermont & st agric college,233684.54
university of virginia,358574.25
university of virginia charlottesville,209439.8
"university of wales, bangor",25068.0
university of washington,254197.75
university of west florida,248056.33
university of western australia,182863.43
university of western ontario,179403.8
university of wisconsin madison,199490.97
university of wisconsin milwaukee,154413.53
university of wisconsin-madison,286417.97
university of wyoming,219620.6
university of zurich,211632.0
upstate medical university,221976.9
"ursus medical, llc",341520.0
ut md anderson cancer ctr,368647.0
ut southwestern medical center,322120.41
utah state university,206276.5
"valentis, inc.",166964.17
"valerion therapeutics, llc",168341.0
van andel research institute,341304.61
vanderbilt university,242478.12
vanderbilt university med ctr,222607.15
vanderbilt university medical center,329165.14
vassar college,188762.0
verifax corporation,502307.83
"versiti wisconsin, inc.",249326.67
veterans biomedical research institute,309684.67
veterans medical research fdn/san diego,186418.21
"vetgen, llc",100000.0
"vidrio technologies, llc",362152.78
"vigilant medical, inc.",238872.0
virginia commonwealth university,294606.08
virginia polytechnic inst and st univ,335236.52
"virogenomics biodevelopment, inc.",299186.0
"virogenomics, inc.",271690.33
"virtici, llc",434135.0
"vision application, inc.",99993.0
"visiongate, inc.",190632.0
visionquest biomedical,152667.0
"visionquest biomedical, llc",158125.0
"vistagen therapeutics, inc.",538063.0
vivid technologies,180888.0
"vivonics, inc.",962471.0
"vortant technologies, llc",97865.0
"vulintus, llc",328286.5
wadsworth center,241934.02
wake forest university,595519.48
wake forest university health sciences,334043.75
washington state university,238185.08
washington university,312353.1
"wave 80 biosciences, inc.",367553.0
wayne state university,254096.09
websciences international,351565.16
weill medical coll of cornell univ,358689.5
weill medical college of cornell univ,216654.82
"weinberg medical physics, llc",683079.17
weis center for research-geisinger clinc,225934.39
weizmann institute of science,159579.75
wesleyan university,201402.0
west virginia university,229013.79
westat,
"westat, inc.",1150000.0
western michigan university,145500.0
"western systems research, inc.",92850.0
western university of health sciences,227992.3
western washington university,391869.0
white global pharma consu,46450.5
"white global pharma consultants, llc",40000.0
whitehead institute for biomedical res,236774.44
whittier institute for diabetes & endoc,38640.0
whm consulting,53500.0
wichita state university,188360.0
wilkes university,349856.0
william beaumont hospital research inst,116450.4
williams college,220076.0
winifred masterson burke med res inst,352904.05
"winsantor, inc.",466421.0
"winston pharmaceuticals, inc.",177011.5
wistar institute,313815.97
women and infants hospital-rhode island,202715.0
woods hole oceanographic institution,430550.0
worcester foundation for biomedical res,247985.75
worcester polytechnic institute,217670.4
"world parkinson coalition, inc.",28833.33
wr medical electronics company,99998.0
wright state university,305213.23
"xalud therapeutics, inc.",539582.0
"xeris pharmaceuticals, inc.",701742.33
"xona microfluidics, llc",225000.0
"xoran technologies, inc.",138328.0
"xoran technologies, llc",180840.0
yale university,371213.86
yeshiva university,277923.9
"zacharon pharmaceuticals, inc.",368522.83
"zygogen, llc",161135.0
zymo research corporation,225000.0
